,fitness,expression,depth,length
alpha_2,0.35907913061852675,"max(log(max(high, high)), sqrt(sub(low, high)))",3,9
alpha_4,0.35907913061852675,"max(log(max(high, high)), sqrt(sub(high, low)))",3,9
alpha_5,0.35807913061852675,"max(log(max(high, high)), sqrt(sub(low, abs(high))))",4,10
alpha_1,0.35587766779881563,"sub(mul(log(close), log(open)), abs(max(sqrt(low), sub(high, low))))",4,13
alpha_7,0.3319472753077729,"div(max(sub(high, low), sqrt(low)), sqrt(low))",3,9
alpha_9,0.32719826598255636,"div(sqrt(low), max(sub(high, open), sqrt(abs(low))))",4,10
alpha_8,0.32554314895238606,"max(add(add(high, open), neg(high)), mul(sub(high, low), sub(high, low)))",3,14
alpha_10,0.32272402247541143,"mul(inv(max(sub(high, open), sqrt(close))), neg(sqrt(close)))",4,11
alpha_11,0.30477498933067754,"div(sqrt(low), max(sqrt(low), sub(high, low)))",3,9
alpha_13,0.30423461043891575,"div(sqrt(close), max(sqrt(close), sub(high, low)))",3,9
alpha_12,0.30377498933067754,"div(abs(sqrt(low)), max(sqrt(low), sub(high, low)))",3,10
alpha_14,0.3027415848828394,"log(div(sqrt(open), max(sqrt(open), sub(high, open))))",4,10
alpha_16,0.2844725368234837,"div(max(sub(high, low), sqrt(close)), sqrt(low))",3,9
alpha_15,0.28267147483092936,"max(div(sub(close, low), log(volume)), sub(log(close), div(low, low)))",3,13
alpha_17,0.2794725368234837,"add(div(max(sub(high, low), sqrt(close)), sqrt(low)), log(div(volume, volume)))",4,14
alpha_18,0.2730383323744945,"max(sub(sub(high, open), div(high, open)), mul(log(open), log(close)))",3,13
alpha_21,0.2570340048366039,"max(high, mul(sqrt(volume), sub(close, low)))",3,8
alpha_23,0.24870524922314208,"sub(max(sub(high, open), sqrt(close)), abs(sqrt(close)))",3,10
alpha_24,0.2484546089985123,"div(max(sub(high, open), sqrt(low)), sqrt(low))",3,9
alpha_22,0.24767984207873806,"max(add(add(high, open), neg(high)), mul(sub(high, low), max(sub(high, open), sqrt(open))))",4,17
alpha_26,0.2454472718271622,"mul(inv(sqrt(open)), abs(neg(max(sqrt(open), sub(high, open)))))",5,12
alpha_27,0.23158979154075404,"div(max(low, mul(sqrt(volume), sub(close, open))), sqrt(low))",4,11
alpha_29,0.23090721786994534,"max(sqrt(close), sub(add(neg(low), add(close, close)), open))",4,11
alpha_28,0.23090721786994534,"max(sub(add(neg(low), add(close, close)), open), sqrt(close))",4,11
alpha_36,0.22688370004919714,"max(sqrt(low), sub(add(sub(close, open), close), low))",4,10
alpha_33,0.22588370004919714,"max(sqrt(abs(low)), add(sub(close, low), sub(close, open)))",3,11
alpha_38,0.2227148447765916,"max(sqrt(abs(low)), add(sub(high, low), sub(close, open)))",3,11
alpha_30,0.2226075987283483,"sub(max(sqrt(open), sub(mul(sub(low, close), sub(low, high)), open)), div(inv(volume), add(close, volume)))",5,19
alpha_32,0.2218020145861746,"div(max(sub(high, open), sqrt(low)), div(abs(low), max(sqrt(close), sub(high, low))))",4,16
alpha_47,0.21588386569329251,"max(high, mul(sub(low, close), sub(low, high)))",3,9
alpha_31,0.21559782276254572,"sub(mul(sub(close, low), div(div(sub(close, low), max(open, high)), div(max(close, open), sub(close, low)))), sqrt(inv(open)))",5,23
alpha_42,0.21547133340506822,"max(sqrt(abs(low)), add(sub(high, open), sub(close, open)))",3,11
alpha_49,0.21211672662618844,"add(max(log(low), div(sub(close, low), log(volume))), inv(close))",4,12
alpha_40,0.2109203732181778,"max(sqrt(abs(low)), add(max(sub(sub(high, open), div(high, open)), mul(log(open), div(close, high))), sub(close, open)))",5,22
alpha_58,0.20873464687527463,"max(mul(sub(low, close), sub(low, high)), open)",3,9
alpha_41,0.2082975243288587,"max(max(mul(high, high), sub(close, high)), mul(sub(close, open), mul(sub(high, open), max(volume, low))))",4,19
alpha_57,0.20783845519486593,"max(sqrt(abs(low)), add(sub(close, open), sub(close, open)))",3,11
alpha_48,0.20779416434740727,"max(max(mul(high, high), sub(close, high)), mul(sub(close, open), mul(sub(close, open), volume)))",4,17
alpha_60,0.20531505463425273,"div(max(sub(high, open), sqrt(close)), sqrt(low))",3,9
alpha_53,0.20483845519486593,"max(sqrt(abs(low)), add(max(sub(close, open), log(high)), sub(close, open)))",4,14
alpha_51,0.20251631394934144,"max(max(mul(high, high), sub(close, high)), mul(sub(close, open), mul(volume, sub(close, low))))",4,17
alpha_50,0.20051631394934144,"max(max(mul(high, high), sub(close, high)), mul(sub(close, open), max(mul(volume, sub(close, low)), volume)))",5,19
alpha_59,0.19798570573449512,"div(mul(sqrt(close), div(max(sub(high, open), sqrt(abs(low))), low)), div(max(high, open), inv(close)))",6,19
alpha_69,0.19599481440710187,"max(log(abs(high)), sqrt(sub(high, open)))",3,8
alpha_64,0.19549693036541765,"max(abs(close), mul(sub(open, high), sub(open, high)))",3,10
alpha_72,0.19499481440710187,"max(log(max(high, high)), sqrt(sub(open, high)))",3,9
alpha_78,0.19499481440710187,"max(log(max(high, high)), sqrt(sub(high, open)))",3,9
alpha_61,0.19247123741595823,"mul(abs(mul(sub(low, close), mul(close, volume))), mul(sub(close, low), mul(high, close)))",4,16
alpha_79,0.19235350550053296,"max(low, mul(sub(open, high), sub(open, high)))",3,9
alpha_74,0.18999481440710186,"max(log(abs(high)), sqrt(max(abs(log(high)), sub(high, max(low, open)))))",5,14
alpha_82,0.18954445769763387,"max(high, mul(sub(open, high), sub(open, high)))",3,9
alpha_84,0.18854445769763387,"max(abs(high), mul(sub(open, high), sub(open, high)))",3,10
alpha_62,0.1873693640144345,"max(max(mul(high, high), sub(close, high)), mul(sub(close, open), mul(sub(volume, high), sub(close, low))))",4,19
alpha_81,0.18735350550053279,"max(mul(inv(volume), mul(low, volume)), mul(sub(open, high), sub(open, high)))",3,14
alpha_90,0.1851916310177059,"sub(max(sub(high, open), sqrt(abs(low))), sqrt(max(high, open)))",4,12
alpha_87,0.18517730743972438,"max(sub(sub(high, open), sqrt(close)), mul(log(open), div(close, high)))",3,13
alpha_88,0.1841062936367611,"mul(mul(close, mul(sub(low, close), sub(low, high))), neg(sub(close, low)))",4,14
alpha_125,0.18408821444248122,"max(open, mul(sub(open, high), sub(open, high)))",3,9
alpha_126,0.18342610401382156,"sub(max(sqrt(open), sub(high, open)), sqrt(high))",3,9
alpha_123,0.18308821444248122,"max(abs(open), mul(sub(open, high), sub(open, high)))",3,10
alpha_96,0.18240743888568364,"mul(mul(volume, sub(close, low)), mul(sub(close, low), mul(high, close)))",3,13
alpha_97,0.18240743888568364,"mul(mul(volume, sub(low, close)), mul(sub(close, low), mul(high, close)))",3,13
alpha_118,0.18217529821445777,"mul(mul(sub(low, close), sub(low, high)), sub(low, close))",3,11
alpha_120,0.18217529821445777,"mul(mul(sub(low, close), sub(low, high)), sub(close, low))",3,11
alpha_117,0.18217529821445777,"mul(sub(low, close), mul(sub(low, close), sub(low, high)))",3,11
alpha_95,0.18140743888568364,"mul(mul(sub(close, low), neg(volume)), mul(sub(close, low), mul(high, close)))",3,14
alpha_98,0.1812970005647398,"mul(mul(abs(mul(mul(close, volume), sub(close, low))), low), sub(low, close))",5,14
alpha_89,0.18120915487447853,"mul(mul(mul(sub(close, low), mul(high, close)), sub(low, close)), mul(volume, log(open)))",4,16
alpha_115,0.18117529821445777,"mul(sub(abs(close), low), mul(sub(low, close), sub(low, high)))",3,12
alpha_114,0.18117529821445777,"mul(abs(sub(low, close)), mul(sub(low, close), sub(low, high)))",3,12
alpha_119,0.18117529821445777,"mul(mul(sub(low, close), sub(low, high)), neg(sub(close, low)))",3,12
alpha_113,0.18117529821445777,"abs(mul(mul(sub(low, close), sub(low, high)), sub(close, low)))",4,12
alpha_128,0.17955409588837404,"mul(mul(sub(low, close), sub(low, high)), sub(high, low))",3,11
alpha_127,0.17955409588837404,"mul(mul(sub(low, close), sub(low, high)), sub(low, high))",3,11
alpha_101,0.17895820152283742,"mul(sub(mul(volume, sub(low, close)), high), mul(sub(close, low), mul(high, close)))",4,15
alpha_105,0.17820083014874621,"mul(mul(sub(low, volume), sub(close, low)), mul(sub(close, low), mul(high, close)))",3,15
alpha_111,0.17820083014874621,"mul(mul(sub(low, volume), sub(low, close)), mul(sub(close, low), mul(high, close)))",3,15
alpha_112,0.1781752982641051,"sub(inv(abs(open)), mul(mul(sub(low, close), sub(low, high)), sub(close, low)))",4,15
alpha_136,0.1773952944134361,"div(max(sub(high, open), sqrt(open)), sqrt(low))",3,9
alpha_91,0.17648538122796742,"mul(mul(mul(sub(low, close), mul(low, volume)), add(low, volume)), mul(sub(close, low), mul(high, close)))",4,19
alpha_94,0.17640980669768555,"mul(sub(neg(log(high)), mul(max(volume, volume), sub(low, close))), mul(sub(close, low), mul(high, close)))",4,19
alpha_103,0.1762008301487462,"mul(mul(sub(low, volume), add(abs(low), neg(close))), mul(sub(close, low), mul(high, close)))",4,17
alpha_99,0.17603386555142161,"mul(sub(neg(volume), max(low, high)), sub(max(mul(sub(close, low), sqrt(volume)), high), max(open, open)))",5,19
alpha_134,0.17581929301995672,"sub(log(sqrt(low)), log(max(sub(high, open), sqrt(open))))",4,11
alpha_129,0.17555409584669796,"sub(mul(mul(sub(low, close), sub(low, high)), sub(high, low)), inv(neg(low)))",4,15
alpha_131,0.17472685442576152,"div(sqrt(max(high, open)), sub(max(sub(high, low), sqrt(close)), sub(volume, volume)))",4,15
alpha_92,0.17448529094087856,"mul(mul(sub(mul(sub(low, close), mul(low, volume)), volume), add(low, volume)), mul(sub(close, low), mul(high, close)))",5,21
alpha_100,0.17408731011449144,"mul(mul(abs(mul(mul(close, volume), sub(close, low))), add(low, volume)), mul(sub(close, low), mul(high, close)))",5,20
alpha_156,0.17369657101452832,"div(max(sub(high, open), sqrt(low)), sqrt(close))",3,9
alpha_159,0.17352975054955957,"div(sqrt(low), max(sub(high, low), sqrt(close)))",3,9
alpha_162,0.17340354106134004,"div(sqrt(open), max(sqrt(low), sub(high, low)))",3,9
alpha_135,0.1695849162390498,"mul(add(volume, low), mul(mul(low, mul(sub(low, close), mul(close, volume))), sub(low, close)))",5,17
alpha_196,0.16953568005941594,"max(sqrt(close), sub(div(high, div(low, close)), low))",4,10
alpha_148,0.16854568001136921,"mul(mul(sub(low, volume), sub(low, high)), mul(sub(close, low), mul(high, close)))",3,15
alpha_152,0.16854568001136921,"mul(mul(sub(low, volume), sub(high, low)), mul(sub(close, low), mul(high, close)))",3,15
alpha_138,0.16837725588927555,"mul(mul(mul(volume, sub(low, close)), add(low, volume)), mul(sub(close, low), mul(high, close)))",4,17
alpha_139,0.16837725588927555,"mul(mul(mul(volume, sub(close, low)), add(low, volume)), mul(sub(close, low), mul(high, close)))",4,17
alpha_154,0.1683699217150622,"mul(mul(mul(volume, low), sub(low, close)), mul(mul(low, volume), sub(low, close)))",3,15
alpha_166,0.16790019076515306,"mul(mul(sub(low, high), neg(volume)), mul(sub(close, low), mul(high, close)))",3,14
alpha_161,0.16743483018509903,"mul(mul(sub(close, low), mul(close, volume)), mul(sub(low, high), mul(open, volume)))",3,15
alpha_165,0.16727012660957363,"mul(mul(sub(close, low), mul(volume, close)), mul(mul(low, volume), sub(low, close)))",3,15
alpha_155,0.16722454762136324,"mul(neg(mul(sub(close, volume), sub(low, high))), mul(sub(close, low), mul(high, close)))",4,16
alpha_226,0.1667463167127496,"mul(mul(sub(close, low), mul(close, volume)), sub(low, close))",3,11
alpha_233,0.1667463167127496,"mul(mul(sub(low, close), mul(close, volume)), sub(low, close))",3,11
alpha_217,0.1667463167127496,"mul(sub(close, low), mul(mul(close, volume), sub(close, low)))",3,11
alpha_170,0.16666409759902245,"mul(mul(mul(close, volume), sub(high, low)), mul(mul(low, volume), sub(low, close)))",3,15
alpha_133,0.16662534256507086,"mul(mul(sub(mul(sub(abs(close), low), abs(sub(high, volume))), volume), log(high)), mul(sub(high, low), add(high, low)))",6,22
alpha_160,0.16643483018509903,"mul(mul(mul(close, volume), neg(sub(close, low))), mul(sub(low, high), mul(open, volume)))",4,16
alpha_132,0.16617512499950793,"mul(mul(mul(sub(low, volume), add(low, volume)), mul(sub(close, low), mul(high, close))), mul(sub(high, low), add(high, low)))",4,23
alpha_130,0.16612706855660792,"mul(div(sub(close, low), log(volume)), mul(sub(volume, mul(div(neg(volume), log(high)), add(max(low, low), neg(close)))), sqrt(high)))",6,24
alpha_140,0.16610512533583827,"mul(mul(add(high, mul(sub(close, low), volume)), add(low, volume)), mul(sub(close, low), mul(high, close)))",5,19
alpha_174,0.16599906439496437,"mul(mul(sub(close, low), mul(volume, volume)), mul(sub(close, low), mul(high, close)))",3,15
alpha_269,0.16599701508545134,"mul(sub(close, low), mul(mul(low, volume), sub(low, close)))",3,11
alpha_272,0.16599701508545134,"mul(sub(low, close), mul(mul(low, volume), sub(low, close)))",3,11
alpha_276,0.16599701508545134,"mul(sub(low, close), mul(mul(volume, low), sub(low, close)))",3,11
alpha_137,0.1658762047206779,"mul(mul(abs(mul(add(low, volume), sub(low, high))), add(low, volume)), mul(sub(close, low), mul(high, close)))",5,20
alpha_142,0.16582877858309417,"mul(mul(sub(low, volume), mul(mul(sub(low, high), volume), close)), mul(sub(close, low), mul(high, close)))",5,19
alpha_225,0.1657463167127496,"mul(mul(mul(close, volume), neg(sub(close, low))), sub(low, close))",4,12
alpha_249,0.1657463167127496,"mul(sub(low, close), abs(mul(sub(close, low), mul(close, volume))))",4,12
alpha_248,0.1657463167127496,"neg(mul(sub(close, low), mul(sub(close, low), mul(volume, close))))",4,12
alpha_247,0.1657463167127496,"abs(mul(sub(low, close), mul(mul(close, volume), sub(close, low))))",4,12
alpha_245,0.1657463167127496,"mul(abs(mul(sub(low, close), mul(close, volume))), sub(low, close))",4,12
alpha_242,0.1657463167127496,"neg(mul(sub(close, low), mul(sub(low, close), mul(close, volume))))",4,12
alpha_241,0.1657463167127496,"abs(mul(mul(sub(close, low), mul(volume, close)), sub(close, low)))",4,12
alpha_227,0.1657463167127496,"mul(sub(abs(close), low), mul(mul(close, volume), sub(close, low)))",3,12
alpha_231,0.1657463167127496,"abs(mul(sub(low, close), mul(sub(low, close), mul(close, volume))))",4,12
alpha_221,0.1657463167127496,"mul(mul(mul(close, volume), sub(close, low)), neg(sub(close, low)))",3,12
alpha_222,0.1657463167127496,"mul(abs(mul(sub(close, low), mul(close, volume))), sub(low, close))",4,12
alpha_223,0.1657463167127496,"neg(mul(sub(close, low), mul(mul(close, volume), sub(close, low))))",4,12
alpha_224,0.1657463167127496,"mul(abs(mul(mul(close, volume), sub(close, low))), sub(close, low))",4,12
alpha_169,0.1657253731126868,"div(mul(sub(low, close), abs(mul(mul(close, volume), sub(close, low)))), inv(sqrt(volume)))",5,16
alpha_157,0.1656937217990858,"mul(div(sub(close, low), log(volume)), mul(mul(sub(close, low), mul(volume, close)), sqrt(high)))",4,17
alpha_173,0.1653687639912198,"mul(mul(mul(close, volume), neg(sub(close, low))), mul(sub(high, low), add(high, low)))",4,16
alpha_268,0.16499701508545134,"abs(mul(sub(low, close), mul(mul(volume, low), sub(low, close))))",4,12
alpha_275,0.16499701508545134,"mul(mul(mul(low, volume), sub(low, close)), neg(sub(close, low)))",3,12
alpha_270,0.16499701508545134,"mul(neg(sub(close, low)), mul(mul(low, volume), sub(low, close)))",3,12
alpha_274,0.16499701508545134,"abs(mul(mul(sub(low, close), mul(low, volume)), sub(close, low)))",4,12
alpha_266,0.16499701508545134,"mul(abs(sub(close, low)), mul(mul(low, volume), sub(low, close)))",3,12
alpha_264,0.16499701508545134,"neg(mul(sub(close, low), mul(mul(low, volume), sub(low, close))))",4,12
alpha_273,0.16499701508545134,"mul(sub(abs(close), low), mul(mul(low, volume), sub(low, close)))",3,12
alpha_144,0.1649855092871456,"abs(mul(mul(mul(sub(open, volume), log(high)), mul(sub(high, low), add(high, low))), sub(close, low)))",5,19
alpha_188,0.16493686411958214,"mul(mul(sub(low, close), add(low, volume)), mul(sub(close, low), mul(high, close)))",3,15
alpha_178,0.16493686411958214,"mul(mul(sub(close, low), add(low, volume)), mul(sub(close, low), mul(high, close)))",3,15
alpha_141,0.16485190007226955,"mul(mul(sub(mul(sub(low, close), abs(volume)), volume), add(low, volume)), mul(sub(close, low), mul(high, close)))",5,20
alpha_146,0.16476547638101718,"mul(mul(sub(low, volume), mul(mul(volume, low), sub(low, close))), mul(sub(close, low), mul(high, close)))",4,19
alpha_239,0.16474631671274959,"neg(mul(sub(close, low), mul(mul(sub(low, close), neg(volume)), close)))",5,13
alpha_230,0.16474631671274959,"mul(abs(mul(sub(close, low), mul(close, volume))), neg(sub(close, low)))",4,13
alpha_219,0.16474631671274959,"mul(abs(sub(low, close)), abs(mul(sub(close, low), mul(close, volume))))",4,13
alpha_238,0.16474631671274959,"abs(mul(sub(low, close), abs(mul(mul(close, volume), sub(close, low)))))",5,13
alpha_229,0.16474631671274959,"mul(mul(sub(close, low), mul(close, volume)), add(abs(low), neg(close)))",3,13
alpha_243,0.16474631671274959,"mul(sub(abs(close), low), abs(mul(mul(close, volume), sub(close, low))))",4,13
alpha_232,0.16474631671274959,"mul(sub(abs(close), low), abs(mul(sub(low, close), mul(close, volume))))",4,13
alpha_235,0.16474631671274959,"mul(neg(sub(low, close)), abs(mul(mul(close, volume), sub(close, low))))",4,13
alpha_236,0.16474631671274959,"abs(mul(sub(close, low), abs(mul(mul(close, volume), sub(close, low)))))",5,13
alpha_237,0.16474631671274959,"abs(mul(sub(low, close), neg(mul(sub(close, low), mul(volume, close)))))",5,13
alpha_228,0.16474631671274959,"abs(mul(neg(mul(sub(close, low), mul(volume, close))), sub(close, low)))",5,13
alpha_158,0.1646937217990858,"mul(div(sub(close, low), log(volume)), mul(mul(mul(close, volume), neg(sub(close, low))), sqrt(high)))",5,18
alpha_147,0.1646194937100325,"mul(mul(abs(mul(sub(close, low), mul(close, volume))), log(high)), mul(sub(high, low), add(high, low)))",5,19
alpha_172,0.1644156203894121,"mul(mul(abs(sub(low, close)), abs(sub(volume, high))), mul(sub(high, low), add(high, low)))",4,17
alpha_164,0.16427024437915017,"mul(add(volume, neg(mul(sub(close, low), mul(volume, close)))), mul(mul(low, volume), sub(low, close)))",5,18
alpha_197,0.16410568210929355,"mul(div(mul(sub(low, close), sub(low, high)), log(open)), log(div(low, high)))",4,15
alpha_175,0.16399906439496437,"mul(mul(max(volume, volume), sub(low, close)), mul(volume, mul(sub(close, low), mul(high, close))))",4,17
alpha_194,0.16393686411958214,"mul(mul(sub(abs(close), low), add(low, volume)), mul(sub(close, low), mul(high, close)))",4,16
alpha_192,0.16393686411958214,"mul(mul(neg(sub(close, low)), add(low, volume)), mul(sub(close, low), mul(high, close)))",4,16
alpha_168,0.16386011903851033,"div(mul(abs(close), max(close, mul(log(div(low, close)), mul(abs(volume), sub(open, high))))), low)",6,18
alpha_211,0.1637463179071153,"add(mul(sub(close, low), abs(mul(mul(close, volume), sub(close, low)))), low)",5,14
alpha_212,0.16374631785315708,"sub(mul(abs(mul(sub(low, close), mul(close, volume))), sub(low, close)), high)",5,14
alpha_250,0.16374631671274958,"mul(sub(abs(close), low), abs(abs(mul(sub(close, low), mul(close, volume)))))",5,14
alpha_218,0.16374631671274958,"mul(neg(mul(sub(close, low), mul(volume, close))), add(abs(close), neg(low)))",4,14
alpha_244,0.16374631671274958,"mul(sub(abs(close), low), abs(abs(mul(sub(low, close), mul(close, volume)))))",5,14
alpha_220,0.16374631671274958,"mul(sub(abs(close), low), abs(neg(mul(sub(close, low), mul(volume, close)))))",5,14
alpha_256,0.16374597420481862,"mul(add(inv(volume), sub(close, low)), mul(sub(low, close), mul(close, volume)))",3,14
alpha_259,0.16335464048380297,"mul(max(log(open), sub(close, low)), mul(mul(low, volume), sub(low, close)))",3,14
alpha_163,0.16332032188696316,"mul(mul(sub(low, volume), mul(mul(close, volume), sub(close, low))), mul(sub(close, low), mul(high, close)))",4,19
alpha_277,0.16299665943637365,"mul(add(inv(volume), sub(close, low)), mul(mul(low, volume), sub(low, close)))",3,14
alpha_252,0.16274631670508777,"add(mul(sub(close, low), mul(sub(low, close), mul(close, volume))), abs(sqrt(close)))",4,15
alpha_254,0.16274597420481862,"mul(add(inv(volume), sub(close, low)), abs(mul(sub(close, low), mul(close, volume))))",4,15
alpha_257,0.16274569269609324,"mul(neg(mul(sub(close, low), mul(volume, close))), sub(sub(low, close), inv(open)))",4,15
alpha_143,0.16211113844991226,"abs(mul(sub(close, low), mul(close, div(div(sub(close, low), max(open, high)), div(max(close, open), sub(close, low))))))",6,22
alpha_262,0.16199736950152926,"add(mul(sub(close, low), add(low, mul(mul(volume, low), sub(low, close)))), low)",5,15
alpha_263,0.161997015085675,"sub(neg(log(high)), mul(mul(mul(low, volume), sub(low, close)), sub(low, close)))",4,15
alpha_279,0.16196401087881593,"abs(mul(sub(low, close), mul(close, sub(mul(volume, sub(low, close)), high))))",6,14
alpha_208,0.1618166560255977,"mul(mul(sub(low, volume), log(div(low, close))), mul(sub(close, low), mul(high, close)))",4,16
alpha_215,0.16174631672041168,"add(mul(sub(close, low), abs(mul(mul(close, volume), sub(close, low)))), abs(sqrt(close)))",5,16
alpha_214,0.16174631672041168,"add(mul(sub(close, low), abs(mul(sub(low, close), mul(close, volume)))), abs(sqrt(close)))",5,16
alpha_251,0.16174631671274559,"sub(mul(sub(close, low), abs(mul(sub(low, close), mul(close, volume)))), sqrt(inv(open)))",5,16
alpha_253,0.1617463161123875,"mul(add(log(volume), mul(mul(close, volume), sub(close, low))), add(abs(low), neg(close)))",4,16
alpha_255,0.16174597420481862,"mul(abs(neg(mul(sub(close, low), mul(volume, close)))), sub(inv(volume), sub(low, close)))",5,16
alpha_258,0.16174535126934542,"mul(neg(sub(low, close)), sub(mul(sub(low, close), mul(close, volume)), add(close, volume)))",4,16
alpha_261,0.1613014631538373,"max(max(mul(high, high), sub(close, high)), mul(sub(close, open), mul(sqrt(close), volume)))",4,16
alpha_311,0.16111392576091832,"abs(mul(mul(sub(close, low), sub(volume, low)), sub(close, low)))",4,12
alpha_207,0.16107082736788053,"mul(add(neg(low), neg(volume)), mul(sub(low, high), mul(sub(low, close), sub(low, high))))",4,17
alpha_209,0.1607709481475874,"abs(mul(mul(close, add(mul(sub(close, low), neg(volume)), abs(sqrt(close)))), sub(close, low)))",6,17
alpha_176,0.16061823759745336,"abs(mul(sub(low, close), mul(mul(sub(low, volume), add(low, volume)), mul(sub(close, low), mul(high, close)))))",5,20
alpha_177,0.16059207016168284,"mul(mul(abs(mul(sub(volume, high), sub(close, low))), add(low, volume)), mul(sub(close, low), mul(high, close)))",5,20
alpha_308,0.16024073040550427,"max(log(abs(high)), sqrt(sub(add(sub(close, low), abs(close)), low)))",5,13
alpha_318,0.15978698816269268,"mul(sub(low, close), mul(abs(sub(low, close)), abs(sub(volume, high))))",4,13
alpha_210,0.15974693964889786,"sub(inv(abs(open)), mul(sub(volume, abs(mul(sub(low, close), mul(close, volume)))), sub(close, low)))",6,18
alpha_199,0.1592702793139774,"mul(mul(mul(sub(low, volume), add(low, volume)), mul(sub(close, low), mul(high, close))), sub(high, low))",4,19
alpha_202,0.1592702793139774,"mul(sub(high, low), mul(mul(sub(low, volume), add(low, volume)), mul(sub(close, low), mul(high, close))))",4,19
alpha_203,0.1591699773647248,"mul(mul(mul(sub(volume, high), sub(high, low)), add(low, volume)), mul(sub(close, low), mul(high, close)))",4,19
alpha_205,0.15907745876162765,"mul(mul(mul(sub(close, low), sub(volume, low)), add(low, volume)), mul(sub(close, low), mul(high, close)))",4,19
alpha_206,0.15907745876162765,"mul(sub(close, low), mul(mul(sub(low, volume), add(low, volume)), mul(sub(close, low), mul(high, close))))",4,19
alpha_298,0.15896036939683927,"mul(add(volume, low), mul(mul(mul(volume, low), sub(low, close)), sub(low, close)))",4,15
alpha_293,0.15896036939683927,"mul(add(volume, low), mul(mul(mul(low, volume), sub(low, close)), sub(low, close)))",4,15
alpha_290,0.15896036939683927,"mul(mul(add(volume, low), mul(mul(low, volume), sub(low, close))), sub(close, low))",4,15
alpha_319,0.15878698816269268,"mul(sub(abs(close), low), abs(abs(mul(sub(volume, high), sub(close, low)))))",5,14
alpha_317,0.15878698816269268,"mul(sub(low, close), neg(mul(abs(sub(low, close)), abs(sub(volume, high)))))",5,14
alpha_320,0.15878698816269268,"abs(mul(sub(close, low), mul(sub(abs(close), low), abs(sub(high, volume)))))",5,14
alpha_325,0.15841816303433065,"mul(div(sub(close, low), log(volume)), mul(sub(close, low), mul(close, volume)))",3,14
alpha_305,0.15831979282137498,"mul(add(volume, low), mul(mul(sub(close, low), mul(volume, close)), sub(low, close)))",4,15
alpha_303,0.15831979282137498,"mul(add(volume, low), mul(mul(sub(low, close), mul(close, volume)), sub(low, close)))",4,15
alpha_204,0.15807745876162765,"mul(sub(abs(close), low), mul(mul(sub(low, volume), add(low, volume)), mul(sub(close, low), mul(high, close))))",4,20
alpha_288,0.15796036939683927,"abs(mul(sub(low, close), mul(add(volume, low), mul(mul(low, volume), sub(low, close)))))",5,16
alpha_289,0.15796036939683927,"abs(mul(mul(add(volume, low), mul(mul(low, volume), sub(low, close))), sub(close, low)))",5,16
alpha_291,0.15796036939683927,"mul(mul(add(volume, low), mul(mul(low, volume), sub(low, close))), neg(sub(close, low)))",4,16
alpha_292,0.15796036939683927,"neg(mul(sub(close, low), mul(add(volume, low), mul(mul(low, volume), sub(low, close)))))",5,16
alpha_297,0.15796036939683927,"mul(sub(abs(close), low), mul(add(volume, low), mul(mul(low, volume), sub(low, close))))",4,16
alpha_213,0.15774631674060974,"max(mul(sub(low, close), neg(mul(sub(close, low), mul(volume, close)))), mul(sub(open, high), sub(open, high)))",5,20
alpha_278,0.15765133440408574,"mul(mul(mul(sub(low, close), sub(low, high)), add(low, volume)), mul(sub(close, low), mul(high, close)))",4,19
alpha_286,0.15749444597496615,"mul(mul(sub(low, volume), mul(sub(low, high), volume)), mul(sub(close, low), mul(high, close)))",4,17
alpha_284,0.15733378287974698,"mul(div(abs(mul(sub(low, close), mul(close, volume))), log(high)), add(max(low, low), neg(close)))",5,18
alpha_283,0.15733378287974698,"mul(div(neg(mul(sub(close, low), mul(close, volume))), log(high)), add(max(low, low), neg(close)))",5,18
alpha_304,0.15731979282137498,"mul(add(volume, low), mul(neg(mul(sub(close, low), mul(volume, close))), sub(low, close)))",5,16
alpha_306,0.15731979282137498,"mul(add(volume, low), mul(abs(mul(sub(low, close), mul(close, volume))), sub(low, close)))",5,16
alpha_260,0.1573014631538373,"max(max(mul(high, high), sub(close, high)), mul(sub(close, open), mul(max(sqrt(close), sub(open, close)), volume)))",5,20
alpha_295,0.15696036939683927,"mul(abs(sub(low, close)), abs(mul(add(volume, low), mul(mul(low, volume), sub(low, close)))))",5,17
alpha_300,0.15696036939680713,"add(mul(sub(close, low), mul(add(volume, low), mul(mul(low, volume), sub(low, close)))), low)",5,17
alpha_315,0.15678698819660014,"abs(mul(sub(low, close), sub(inv(abs(open)), mul(sub(volume, high), sub(close, low)))))",5,16
alpha_312,0.15678698819660014,"abs(mul(sub(close, low), sub(inv(abs(open)), mul(sub(volume, high), sub(close, low)))))",5,16
alpha_321,0.15678673852766034,"mul(mul(sub(abs(close), low), abs(sub(high, volume))), sub(inv(volume), sub(low, close)))",4,16
alpha_322,0.15678647596238726,"mul(mul(abs(sub(low, close)), abs(sub(volume, high))), sub(sub(low, close), inv(open)))",4,16
alpha_281,0.156714379768277,"mul(div(div(sub(close, low), max(open, high)), div(max(close, open), sub(close, low))), sub(low, high))",4,19
alpha_344,0.1566943503570348,"mul(mul(volume, sub(low, close)), mul(mul(low, volume), sub(low, close)))",3,13
